route_url,route_name,collection_id,panel_type,entity_id,stop_order,current_image,current_copy_source,expected_entity,expected_media_role,current_status,correction_required,notes
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-01-malin-s-fountain","1","resolver","src/data/mapCollections.ts","Malin's Fountain","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-02-treehouse-at-pease-park","2","resolver","src/data/mapCollections.ts","Treehouse at Pease Park","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-03-pease-park","3","resolver","src/data/mapCollections.ts","Pease Park","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-04-we-all-ride","4","resolver","src/data/mapCollections.ts","We All Ride","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-05-waterloo-park","5","resolver","src/data/mapCollections.ts","Waterloo Park","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-06-moody-amphitheater","6","resolver","src/data/mapCollections.ts","Moody Amphitheater","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-07-waller-creek-trail","7","resolver","src/data/mapCollections.ts","Waller Creek Trail","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-08-republic-square","8","resolver","src/data/mapCollections.ts","Republic Square","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-09-wooldridge-square","9","resolver","src/data/mapCollections.ts","Wooldridge Square","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-10-brush-square","10","resolver","src/data/mapCollections.ts","Brush Square","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-11-mexic-arte-museum","11","resolver","src/data/mapCollections.ts","Mexic-Arte Museum","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-12-writing-on-the-walls","12","resolver","src/data/mapCollections.ts","Writing on the Walls","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-13-the-paramount-theatre","13","resolver","src/data/mapCollections.ts","The Paramount Theatre","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-14-the-contemporary-austin-jones-center","14","resolver","src/data/mapCollections.ts","The Contemporary Austin - Jones Center","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-15-the-driskill","15","resolver","src/data/mapCollections.ts","The Driskill","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-16-congress-avenue-bridge","16","resolver","src/data/mapCollections.ts","Congress Avenue Bridge","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-17-ann-and-roy-butler-hike-and-bike-trail","17","resolver","src/data/mapCollections.ts","Ann and Roy Butler Hike-and-Bike Trail","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-18-shoal-beach","18","resolver","src/data/mapCollections.ts","Shoal Beach","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-19-central-library-plaza","19","resolver","src/data/mapCollections.ts","Austin Central Library","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-20-seaholm-intake-facility","20","resolver","src/data/mapCollections.ts","Seaholm Intake Facility","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-21-seaholm-power-plant","21","resolver","src/data/mapCollections.ts","Seaholm Power Plant","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-22-the-independent-public-plaza","22","resolver","src/data/mapCollections.ts","The Independent Public Plaza","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-23-austin-city-hall-plaza","23","resolver","src/data/mapCollections.ts","Austin City Hall Plaza","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-24-long-center-terrace","24","resolver","src/data/mapCollections.ts","Long Center Terrace","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-25-auditorium-shores","25","resolver","src/data/mapCollections.ts","Auditorium Shores","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-26-palmer-events-center-grounds","26","resolver","src/data/mapCollections.ts","Palmer Events Center Grounds","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-27-rainey-street-trailhead","27","resolver","src/data/mapCollections.ts","Rainey Street Trailhead","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-28-emma-s-barrientos-mexican-american-cultural-center","28","resolver","src/data/mapCollections.ts","Emma S. Barrientos Mexican American Cultural Center","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-29-palm-park","29","resolver","src/data/mapCollections.ts","Palm Park","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-30-austin-convention-center-public-art","30","resolver","src/data/mapCollections.ts","Austin Convention Center Public Art","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-31-red-river-cultural-district","31","resolver","src/data/mapCollections.ts","Red River Cultural District","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-32-symphony-square","32","resolver","src/data/mapCollections.ts","Symphony Square","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-33-texas-state-capitol-grounds","33","resolver","src/data/mapCollections.ts","Texas State Capitol Grounds","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-34-governor-s-mansion","34","resolver","src/data/mapCollections.ts","Governor's Mansion","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-35-old-bakery-and-emporium","35","resolver","src/data/mapCollections.ts","Old Bakery and Emporium","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-36-o-henry-museum","36","resolver","src/data/mapCollections.ts","O. Henry Museum","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-37-susanna-dickinson-museum","37","resolver","src/data/mapCollections.ts","Susanna Dickinson Museum","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-38-frost-bank-tower-plaza","38","resolver","src/data/mapCollections.ts","Frost Bank Tower Plaza","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-39-indeed-tower-plaza","39","resolver","src/data/mapCollections.ts","Indeed Tower Plaza","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-40-ballet-austin","40","resolver","src/data/mapCollections.ts","Ballet Austin","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-41-austin-history-center","41","resolver","src/data/mapCollections.ts","Austin History Center","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-42-bullock-museum-grounds","42","resolver","src/data/mapCollections.ts","Bullock Museum Grounds","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-43-blanton-museum-courtyard","43","resolver","src/data/mapCollections.ts","Blanton Museum Courtyard","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-44-ellsworth-kelly-s-austin","44","resolver","src/data/mapCollections.ts","Ellsworth Kelly's Austin","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-45-saltillo-plaza","45","resolver","src/data/mapCollections.ts","Saltillo Plaza","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-46-comal-pocket-park","46","resolver","src/data/mapCollections.ts","Comal Pocket Park","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-47-east-6th-street-murals","47","resolver","src/data/mapCollections.ts","East 6th Street Murals","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=daa-art-walk","Downtown Art & Parks Walk","daa-art-walk","walking_route_stop","daa-stop-48-plaza-saltillo-station-art","48","resolver","src/data/mapCollections.ts","Plaza Saltillo Station Art","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","civic-waterloo-greenway","1","resolver","src/data/mapCollections.ts","Waterloo Greenway","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","waterloo-park","2","/images/map-entities/attached/civic/waterloo-park.jpeg","src/data/mapCollections.ts","Waterloo Park","route_stop","verified","no",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","moody-amphitheater","3","resolver","src/data/mapCollections.ts","Moody Amphitheater","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","great-lawn","4","resolver","src/data/mapCollections.ts","Great Lawn","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","waller-creek-trail","5","resolver","src/data/mapCollections.ts","Waller Creek Trail","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","hill-country-garden","6","resolver","src/data/mapCollections.ts","Hill Country Garden","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","family-pavilion","7","resolver","src/data/mapCollections.ts","Family Pavilion","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","waterloo-event-zones","8","resolver","src/data/mapCollections.ts","Event Zones","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","discovery-waterloo-reflection-point","9","resolver","src/data/mapCollections.ts","Waterloo Reflection Point","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","discovery-waller-creek-design-marker","10","resolver","src/data/mapCollections.ts","Waller Creek Design Marker","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=waterloo-greenway","Waterloo Greenway Discovery Walk","waterloo-greenway","walking_route_stop","discovery-golden-hour-waterloo","11","resolver","src/data/mapCollections.ts","Golden Hour Walks","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=warehouse-district-happy-hour","Warehouse District Happy Hour","warehouse-district-happy-hour","walking_route_stop","inkind-j-carvers","1","resolver","src/data/mapCollections.ts","J Carver","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=warehouse-district-happy-hour","Warehouse District Happy Hour","warehouse-district-happy-hour","walking_route_stop","inkind-peche","2","resolver","src/data/mapCollections.ts","Péché","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=warehouse-district-happy-hour","Warehouse District Happy Hour","warehouse-district-happy-hour","walking_route_stop","inkind-parkside","3","resolver","src/data/mapCollections.ts","Parkside","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=warehouse-district-happy-hour","Warehouse District Happy Hour","warehouse-district-happy-hour","walking_route_stop","partner-comedor","4","resolver","src/data/mapCollections.ts","Comedor","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=downtown-stories-walk","Downtown Stories Walk","downtown-stories-walk","walking_route_stop","civic-republic-square-programming","1","resolver","src/data/mapCollections.ts","Republic Square","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=downtown-stories-walk","Downtown Stories Walk","downtown-stories-walk","walking_route_stop","civic-daa","2","resolver","src/data/mapCollections.ts","Downtown Austin Alliance","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=downtown-stories-walk","Downtown Stories Walk","downtown-stories-walk","walking_route_stop","civic-waterloo-greenway","3","resolver","src/data/mapCollections.ts","Waterloo Greenway","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=downtown-stories-walk","Downtown Stories Walk","downtown-stories-walk","walking_route_stop","waterloo-park","4","/images/map-entities/attached/civic/waterloo-park.jpeg","src/data/mapCollections.ts","Waterloo Park","route_stop","verified","no",""
"/map?mode=resident&tab=map&collection=inkind-dining-market","inKind Dining Market","inkind-dining-market","walking_route_stop","inkind-j-carvers","1","resolver","src/data/mapCollections.ts","J Carver","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=inkind-dining-market","inKind Dining Market","inkind-dining-market","walking_route_stop","inkind-peche","2","resolver","src/data/mapCollections.ts","Péché","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=inkind-dining-market","inKind Dining Market","inkind-dining-market","walking_route_stop","inkind-parkside","3","resolver","src/data/mapCollections.ts","Parkside","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=inkind-dining-market","inKind Dining Market","inkind-dining-market","walking_route_stop","inkind-hopdoddy-congress","4","resolver","src/data/mapCollections.ts","Burger Bar Congress","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=coffee-before-work","Coffee Before Work","coffee-before-work","walking_route_stop","partner-jos-coffee","1","resolver","src/data/mapCollections.ts","Jo's Coffee","route_stop","resolver_review","manual_review",""
"/map?mode=resident&tab=map&collection=coffee-before-work","Coffee Before Work","coffee-before-work","walking_route_stop","venue-merit-coffee","2","resolver","src/data/mapCollections.ts","Merit Coffee","route_stop","resolver_review","manual_review",""
